taxid,desc,superkingdom,phylum,class,order,family,genus,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD-SRS301865,CD-SRS301866,CD-SRS301867,CD-SRS301868,CD-SRS301869,CD-SRS301870,CD-SRS301871,CD-SRS301872,CD-SRS301873,CD-SRS301874,CD-SRS301875,CD-SRS301876,CD-SRS301877,CD-SRS301878,CD-SRS301879,UC-SRS071964,UC-SRS071970,UC-SRS071978,UC-SRS071981,UC-SRS071982,UC-SRS071988,HE-SRS011061,HE-SRS011084,HE-SRS011134,HE-SRS011239,HE-SRS011271,HE-SRS011302,HE-SRS011405,HE-SRS011452,HE-SRS011529,HE-SRS011586,HE-SRS012273,HE-SRS012902,HE-SRS013158,HE-SRS013215,HE-SRS013687,HE-SRS013951,HE-SRS014235,HE-SRS014923,HE-SRS014979,HE-SRS015065,HE-SRS015217,HE-SRS015578,HE-SRS015663,HE-SRS016018,HE-SRS016095,HE-SRS016335,HE-SRS016495,HE-SRS017103,HE-SRS017433,HE-SRS018427,HE-SRS018656,HE-SRS020328,HE-SRS020869,HE-SRS022713
816,Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,0.031522,0.016654,0.042307,0.028178,0.029513,0.257674,0.040497,0.011986,0.031153,0.002793,0.001576,0.000571,0.00104,0.007254,0.000563,0.001115,0.145369,0.002664,0.01535,0.002268,0.007132,0.0206,0.069767,0.570823,0.128954,0.201993,0.316838,0.709831,0.610566,0.554817,0.276125,0.638009,0.201624,0.251167,0.812168,0.841867,0.332846,0.479913,0.422755,0.927811,0.90793,0.953512,0.294953,0.14902,0.455193,0.216986,0.170802,0.377907,0.127556,0.641665,0.425513,0.508413,0.561787,0.556531,0.198001,0.656367,0.747018,0.624929,0.139259,0.261102,0.584113,0.848995
838,Prevotella,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,0.000958,0.000981,0.001031,0.000909,0.001795,0.003815,0.014057,0.00013,0.000161,0.000048,0.000051,0.000044,0.00009,0.00004,0.000063,0.000024,0.000784,0.000048,0.000107,0.000059,0.000047,0.000113,0.000613,0.004675,0.000126,0.000207,0.002261,0.005884,0.011406,0.004964,0.111374,0.008427,0.50002,0.004215,0.007217,0.006136,0.449311,0.007642,0.004705,0.009058,0.006643,0.004589,0.326725,0.011686,0.00537,0.001945,0.003545,0.006672,0.002871,0.001824,0.028911,0.009164,0.012504,0.004747,0.00318,0.00736,0.011951,0.006732,0.004973,0.007816,0.004263,0.015317
1263,Ruminococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,0.007096,0.087134,0.088666,0.093573,0.018105,0.093946,0.018505,0.04193,0.024158,0.345445,0.00607,0.004538,0.007822,0.030786,0.111784,0.016994,0.019388,0.066053,0.362116,0.233261,0.175435,0.190488,0.001334,0.001696,0.000069,0.000047,0.001457,0.000382,0.009919,0.024421,0.012001,0.021323,0.01882,0.167061,0.007504,0.010336,0.004349,0.104395,0.04888,0.000577,0.006586,0.000384,0.023595,0.0235,0.053918,0.11689,0.058229,0.01392,0.053597,0.018222,0.047626,0.009818,0.011964,0.020944,0.193873,0.009349,0.005985,0.035799,0.076782,0.103492,0.030479,0.002588
